"＋やぁ！ナセル！
帰ってたんだ。
−最近川の汚れが
目立ってね、
おふくろに水薬を
飲ませられないんだ。
困ったなあ。","^Hey! Nassel! You're
back!
_The river's gotten
dirty lately, so I
haven't been able
to administer 
potions to Ma.
I've been worried.",*** CONFIRMED ***
"あら！＠ナセルちゃん！
大きくなったわね。
いつ帰ってきたの？","Oh! @It's little
Nassel! You've
gotten bigger!
When did you get
back?",*** CONFIRMED ***
"ごめんなさい。
まだ帰ってないのよ。","I'm sorry. He's
not home yet.",*** CONFIRMED ***
"最近どうも町の外の
様子が変なんだ。","Things just aren't
right outside of
town these days.",*** CONFIRMED ***
"まさか、またでかけちまう
んじゃないだろうね。","You have to leave
again? No way!",*** CONFIRMED ***
"お母さんに心配
かけるんじゃないよ。","Don't make your
mother worry!",*** CONFIRMED ***
"町外れの洞窟には
不思議な水晶が
あるらしいわよ。","I hear there's a curious
crystal in the cave
outside of town.",*** CONFIRMED ***
"化物が出るなんて
何が起こったのだろう。","Monsters appearing
like that! What
could have happened?",*** CONFIRMED ***
"化物が恐くて、
夜も寝られないよ。","I'm scared of monsters.
I can't sleep at night!",*** CONFIRMED ***
"この先のエルフの村
には、魔法の杖があるって
うわさよ。","It's rumored that
there's a magical
staff in the village
of elves beyond here.",*** CONFIRMED ***
"今度また手合わせして
くれよな。",Let's battle again later!,*** CONFIRMED ***
"あの洞窟に魔物が
出るなんて・・・。","How could monsters
appear in that cave...?",*** CONFIRMED ***
"魔物が出るって噂は
本当なの？ナセル。","Are the rumors about
monsters appearing
true, Nassel?",*** CONFIRMED ***
"洞窟に魔物が
出たんですって？
物騒な話ね。＠","So monsters appeared
in the cave? That's
a disturbing story.@",*** CONFIRMED ***
"＋ほう、あの扉に
興味があるのかえ？
あの扉は、魔法で
封じられている。
その封印を解くには
この”破邪の剣”が
必要じゃ。
持って行くがよい。
−あの扉に入るなら
かくごがいるぞえ。齔
母親に逢ってから
いくがよいぞ。
＋生きて戻れるか
分からないからの。","^So you have an
interest in that
door, eh? It's
sealed by magic!
You'll need this
Exorcist Blade to
open the seal. Do
take it. 
_But be prepared if
you open the door!
You should visit
your mother before
you go.
^You may not return
alive!",*** CONFIRMED ***
"おじさまは
ドワーフの町に
行くと言ってたわ。","He was talking about
going to the town of
dwarves.",*** CONFIRMED ***
"あっ、ナセル。
さっきダグが
探していたわよ。","Oh, Nassel. Dag was
looking for you
earlier.",*** CONFIRMED ***
"＋ナセル・・・。
＋きっと無事で
帰ってきてね。
約束よ。","^Nassel...
^You will come home
safe, right?
Promise me!",*** CONFIRMED ***
＋＋無茶しないでね。,"^^Don't do anything
crazy!",*** CONFIRMED ***
"＋＋あっ、ナセル！
聞いたかい？
大変なんだ！
ギルスが洞窟の中に
残ってるらしいんだ。
なんでも足を怪我して
逃げ遅れたって。齔
ギルスは僕の母さんの
為にエルフの町まで
薬を取りに行って
くれてたんだ。
村長さんに言って
洞窟の入口を
開けてもらわなきゃ。","^^Hey, Nassel! Have
you heard? It's
awful! Apparently,
Gilys is still
inside the cave.
His legs were hurt,
so he didn't get out
in time.\
He'd gone to the
elf town to look for
medicine for my mom.
We've got to talk
to the mayor and get
him to open the cave
entrance!",*** CONFIRMED ***
"ごめんなさいね。
うちの人、ついさっき
教会に出かけちゃった
のよ。","I'm sorry, dear.
My husband just left
for the church.",*** CONFIRMED ***
"ああ、ナセルちゃん。
ちょっと待ってね。","Ah, Nassel!
Just a moment.",*** CONFIRMED ***
気を付けるのよ。,Be careful!,*** CONFIRMED ***
"ナセル。
いい所に来た。
実はお前に頼みが
あってな。
頼みというのは
他でもない、ギルスの
事なんじゃ。
ギルスがあの洞窟に
閉じ込められたという
話はお前も聞いたな。齔
帰ってきたばかりの
お前には酷だが
この町で、魔物達と
戦えるのは
お前だけなんじゃよ。
水が濁った事と
関係あるかも
しれんしな。
この町を救うためだ
と思って行ってくれ。齔
［おお、そうじゃ。
フィリップス王子
への手紙］と、少ないが
これで旅の準備を
整えてくれ。
洞窟の入口は
開けておこう。
装備を整えてから
行くようにな。","Nassel, you came at
a good time.
The fact is, I need
a favor from you.
And the favor I'm
talking about
concerns Gilys. As
you've also heard,
he's been trapped
inside that cave.\
It's unfair to you,
so soon after your
return, but you are
the only one in this
town who can fight
the monsters.\
It's possible that
they relate to the
corruption of the
water. Think of it
as saving the town!\
Oh, of course. Take
this [letter to
Prince Phi]lips, and
provision yourself
for the journey with
this small sum.
I'll have the cave
opened. Gather some
equipment before you
leave!","*** NEEDS VERIFICATION ***

Check on that phrase around 少ない."
"＋母親に逢ってから
いくことじゃ。","^If you've seen your
mother, go.",*** CONFIRMED ***
"＋魔物ってこの町にも
襲って来るのかしら。","^Monsters... Will
they attack the town
too?",*** CONFIRMED ***
＋＋ギルス大丈夫かなあ。,^^Is Gilys okay?,*** CONFIRMED ***
頑張ってくれよ。,Stay strong for me!,*** CONFIRMED ***
"どこから迷い込んだか
知らんが、
可愛いもんじゃ。
抱いてみるかえ？","I don't know where
it strayed from, but
it's a cutie. How
about holding on to
it?",*** NEEDS VERIFICATION ***
"＋ありがとう。
さっきギルスが
帰って来たよ。
＋でもナセル・・・。
また行ってしまうの
かい？なぜわざわざ
危険な所へ行こうと
するの？
レイアが
心配していたよ。","^Thank you. Gilys
returned a while
ago.
^But, Nassel...
Do you have to leave
again? Why would you
choose to go into
danger?
Reia has been
worried about you.",*** CONFIRMED ***
